Start Index:	0
0,
1,mScarlet;A;
2,A;mScarlet;
3,
4,
5,
6,D;iRFP670;
7,iRFP670;D;
8,eGFP;C;
9,C;eGFP;
10,
11,
12,iRFP670;D;
13,D;iRFP670;
14,D;iRFP670;
15,iRFP670;D;
16,mScarlet;A;iRFP670;D;
17,mScarlet;A;
18,C;eGFP;A;mScarlet;
19,mScarlet;A;iRFP670;D;
20,C;eGFP;A;mScarlet;
21,mScarlet;A;
22,A;mScarlet;
23,A;mScarlet;
24,C;eGFP;
25,C;eGFP;
26,C;eGFP;
27,C;eGFP;
28,C;eGFP;
29,C;eGFP;
30,eGFP;C;
31,eGFP;C;
32,iRFP670;D;
33,
34,eGFP;C;
35,iRFP670;D;
36,eGFP;C;
37,
38,
39,
40,
41,
42,
43,
44,iRFP670;D;
45,E2;CycleArrest;D;iRFP670;
46,E2;CycleArrest;D;iRFP670;
47,
48,
49,
50,
51,
52,
53,
54,
55,D;iRFP670;CycleArrest;
56,CycleArrest;iRFP670;D;
57,E2;CycleArrest;D;iRFP670;
58,E2;CycleArrest;D;iRFP670;
59,iRFP670;D;
60,iRFP670;D;
61,CycleArrest;B1;iRFP670;A;mScarlet;D;
62,CycleArrest;B1;iRFP670;A;mScarlet;D;
63,CycleArrest;B1;iRFP670;A;mScarlet;D;
64,CycleArrest;B1;iRFP670;A;mScarlet;D;
65,iRFP670;A;mScarlet;D;
66,iRFP670;A;mScarlet;D;
67,A;mScarlet;
68,CycleArrest;B1;A;mScarlet;
69,CycleArrest;B1;A;mScarlet;
70,CycleArrest;B1;C;eGFP;A;mScarlet;
71,CycleArrest;B1;C;eGFP;A;mScarlet;
72,CycleArrest;B1;C;eGFP;A;mScarlet;
73,CycleArrest;B1;C;eGFP;A;mScarlet;
74,CycleArrest;B1;C;eGFP;A;mScarlet;
75,CycleArrest;B1;C;eGFP;A;mScarlet;
76,CycleArrest;B1;C;eGFP;A;mScarlet;
77,CycleArrest;B1;C;eGFP;A;mScarlet;
78,C;eGFP;A;mScarlet;
79,C;eGFP;A;mScarlet;
80,CycleArrest;iRFP670;D;mScarlet;A;
81,CycleArrest;iRFP670;A;mScarlet;D;
82,CycleArrest;iRFP670;A;mScarlet;D;
83,CycleArrest;B1;iRFP670;A;mScarlet;D;
84,CycleArrest;iRFP670;D;mScarlet;A;
85,CycleArrest;B1;iRFP670;A;mScarlet;D;
86,CycleArrest;B1;iRFP670;A;mScarlet;D;
87,CycleArrest;B1;iRFP670;A;mScarlet;D;
88,iRFP670;A;mScarlet;D;
89,iRFP670;A;mScarlet;D;
90,iRFP670;A;mScarlet;D;
91,iRFP670;A;mScarlet;D;
92,mScarlet;A;CycleArrest;
93,A;mScarlet;CycleArrest;
94,CycleArrest;B1;A;mScarlet;
95,CycleArrest;B1;A;mScarlet;
96,A;mScarlet;
97,A;mScarlet;
98,CycleArrest;C;eGFP;B2;E1;
99,CycleArrest;C;eGFP;B2;E1;
100,CycleArrest;C;eGFP;B2;E1;
101,CycleArrest;C;eGFP;B2;E1;
102,eGFP;C;
103,eGFP;C;
104,CycleArrest;E2;C;eGFP;E1;
105,CycleArrest;E2;C;eGFP;E1;
106,CycleArrest;E2;C;eGFP;B2;
107,CycleArrest;E2;C;eGFP;B2;
108,CycleArrest;C;eGFP;B2;
109,CycleArrest;C;eGFP;E1;
110,E2;CycleArrest;C;eGFP;
111,E2;CycleArrest;C;eGFP;
112,CycleArrest;C;eGFP;E1;
113,CycleArrest;C;eGFP;E1;
114,CycleArrest;C;eGFP;B2;
115,CycleArrest;C;eGFP;B2;
116,eGFP;C;
117,eGFP;C;
118,CycleArrest;C;eGFP;E1;
119,CycleArrest;C;eGFP;B2;
120,CycleArrest;E2;C;eGFP;B2;
121,CycleArrest;E2;C;eGFP;E1;
122,CycleArrest;C;eGFP;B2;
123,CycleArrest;C;eGFP;E1;
124,CycleArrest;E2;C;eGFP;E1;
125,CycleArrest;E2;C;eGFP;B2;
126,CycleArrest;C;eGFP;E1;
127,CycleArrest;C;eGFP;E1;
128,CycleArrest;C;eGFP;B2;
129,CycleArrest;C;eGFP;B2;
130,CycleArrest;eGFP;C;
131,E2;CycleArrest;C;eGFP;
132,CycleArrest;eGFP;C;
133,E2;CycleArrest;C;eGFP;
134,CycleArrest;C;eGFP;B2;E1;
135,CycleArrest;C;eGFP;B2;E1;
136,CycleArrest;E2;C;eGFP;B2;E1;
137,CycleArrest;E2;C;eGFP;B2;E1;
138,CycleArrest;C;eGFP;B2;E1;
139,CycleArrest;C;eGFP;B2;E1;
140,CycleArrest;E2;C;eGFP;B2;E1;
141,CycleArrest;E2;C;eGFP;B2;E1;
142,CycleArrest;C;eGFP;B2;E1;
143,CycleArrest;C;eGFP;B2;E1;
144,CycleArrest;C;eGFP;B2;E1;
145,CycleArrest;C;eGFP;B2;E1;
146,CycleArrest;eGFP;C;
147,E2;CycleArrest;C;eGFP;
148,CycleArrest;eGFP;C;
149,E2;CycleArrest;C;eGFP;
150,CycleArrest;E2;C;eGFP;B2;E1;
151,CycleArrest;E2;C;eGFP;B2;E1;
152,CycleArrest;E2;C;eGFP;B2;E1;
153,CycleArrest;E2;C;eGFP;B2;E1;
154,CycleArrest;C;eGFP;B2;E1;
155,CycleArrest;C;eGFP;B2;E1;
156,E2;CycleArrest;C;eGFP;
157,E2;CycleArrest;C;eGFP;
158,
159,B1;CycleArrest;
160,CycleArrest;B1;
161,CycleArrest;B1;D;iRFP670;
162,CycleArrest;B1;D;iRFP670;
163,CycleArrest;B1;D;iRFP670;
164,CycleArrest;B1;D;iRFP670;
165,D;iRFP670;
166,D;iRFP670;
167,D;iRFP670;CycleArrest;
168,CycleArrest;iRFP670;D;
169,CycleArrest;iRFP670;D;
170,CycleArrest;B1;D;iRFP670;
171,D;iRFP670;CycleArrest;
172,CycleArrest;B1;D;iRFP670;
173,CycleArrest;B1;D;iRFP670;
174,CycleArrest;B1;D;iRFP670;
175,D;iRFP670;
176,D;iRFP670;
177,D;iRFP670;
178,D;iRFP670;
179,CycleArrest;B1;C;eGFP;
180,CycleArrest;B1;C;eGFP;
181,CycleArrest;B1;C;eGFP;
182,CycleArrest;B1;C;eGFP;
183,CycleArrest;B1;C;eGFP;
184,CycleArrest;B1;C;eGFP;
185,CycleArrest;B1;C;eGFP;
186,CycleArrest;B1;C;eGFP;
187,C;eGFP;
188,C;eGFP;
189,CycleArrest;C;eGFP;A;mScarlet;
190,CycleArrest;B1;C;eGFP;A;mScarlet;
191,CycleArrest;C;eGFP;A;mScarlet;
192,CycleArrest;B1;C;eGFP;A;mScarlet;
193,CycleArrest;B1;C;eGFP;A;mScarlet;
194,CycleArrest;C;eGFP;A;mScarlet;
195,CycleArrest;C;eGFP;A;mScarlet;
196,CycleArrest;B1;C;eGFP;A;mScarlet;
197,C;eGFP;A;mScarlet;
198,C;eGFP;A;mScarlet;
199,C;eGFP;A;mScarlet;
200,C;eGFP;A;mScarlet;
201,CycleArrest;
202,CycleArrest;
203,CycleArrest;B1;
204,B1;CycleArrest;
205,
206,
207,
208,E2;CycleArrest;
209,E2;CycleArrest;
210,CycleArrest;
211,CycleArrest;
212,E2;CycleArrest;
213,E2;CycleArrest;
214,
215,
216,D;iRFP670;
217,CycleArrest;E1;B2;
218,B2;E1;CycleArrest;
219,B2;E1;CycleArrest;
220,CycleArrest;E1;B2;
221,
222,
223,E2;CycleArrest;E1;
224,E2;E1;CycleArrest;
225,E2;B2;CycleArrest;
226,E2;CycleArrest;B2;
227,B2;CycleArrest;
228,E1;CycleArrest;
229,E2;CycleArrest;
230,E2;CycleArrest;
231,CycleArrest;E1;
232,E1;CycleArrest;
233,B2;CycleArrest;
234,CycleArrest;B2;
235,
236,
237,CycleArrest;E1;
238,B2;CycleArrest;
239,E2;B2;CycleArrest;
240,E2;CycleArrest;E1;
241,CycleArrest;B2;
242,E1;CycleArrest;
243,E2;E1;CycleArrest;
244,E2;CycleArrest;B2;
245,E1;CycleArrest;
246,E1;CycleArrest;
247,B2;CycleArrest;
248,B2;CycleArrest;
249,CycleArrest;
250,E2;CycleArrest;
251,CycleArrest;
252,E2;CycleArrest;
253,CycleArrest;E1;B2;
254,B2;E1;CycleArrest;
255,E2;CycleArrest;B2;E1;
256,E2;CycleArrest;B2;E1;
257,CycleArrest;E1;B2;
258,B2;E1;CycleArrest;
259,E2;CycleArrest;B2;E1;
260,E2;CycleArrest;B2;E1;
261,B2;E1;CycleArrest;
262,B2;E1;CycleArrest;
263,B2;E1;CycleArrest;
264,B2;E1;CycleArrest;
265,CycleArrest;
266,E2;CycleArrest;
267,CycleArrest;
268,E2;CycleArrest;
269,E2;CycleArrest;B2;E1;
270,E2;CycleArrest;B2;E1;
271,E2;CycleArrest;B2;E1;
272,E2;CycleArrest;B2;E1;
273,B2;E1;CycleArrest;
274,B2;E1;CycleArrest;
275,E2;CycleArrest;
276,E2;CycleArrest;
277,D;iRFP670;
278,D;iRFP670;
279,mScarlet;A;iRFP670;D;
280,CycleArrest;E2;iRFP670;A;mScarlet;D;
281,CycleArrest;E2;mScarlet;A;iRFP670;D;
282,C;eGFP;CycleArrest;
283,CycleArrest;B1;C;eGFP;
284,C;eGFP;CycleArrest;
285,CycleArrest;B1;C;eGFP;
286,CycleArrest;B1;C;eGFP;
287,CycleArrest;eGFP;C;
288,CycleArrest;eGFP;C;
289,CycleArrest;B1;C;eGFP;
290,C;eGFP;
291,C;eGFP;
292,C;eGFP;
293,C;eGFP;
294,mScarlet;A;
295,CycleArrest;iRFP670;A;mScarlet;D;
296,CycleArrest;mScarlet;A;iRFP670;D;
297,CycleArrest;E2;mScarlet;A;iRFP670;D;
298,CycleArrest;E2;iRFP670;A;mScarlet;D;
299,mScarlet;A;iRFP670;D;
300,mScarlet;A;iRFP670;D;
301,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
302,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
303,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
304,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
305,C;eGFP;A;mScarlet;
306,C;eGFP;A;mScarlet;
307,CycleArrest;C;eGFP;E1;A;mScarlet;
308,CycleArrest;C;eGFP;E1;A;mScarlet;
309,CycleArrest;C;eGFP;B2;A;mScarlet;
310,CycleArrest;C;eGFP;B2;A;mScarlet;
311,C;eGFP;A;mScarlet;
312,C;eGFP;A;mScarlet;
313,mScarlet;A;iRFP670;D;
314,CycleArrest;E2;iRFP670;A;mScarlet;D;
315,CycleArrest;E2;mScarlet;A;iRFP670;D;
316,mScarlet;A;iRFP670;D;
317,CycleArrest;E2;iRFP670;A;mScarlet;D;
318,CycleArrest;E2;mScarlet;A;iRFP670;D;
319,CycleArrest;iRFP670;A;mScarlet;D;
320,CycleArrest;mScarlet;A;iRFP670;D;
321,CycleArrest;E2;mScarlet;A;iRFP670;D;
322,CycleArrest;E2;iRFP670;A;mScarlet;D;
323,mScarlet;A;iRFP670;D;
324,mScarlet;A;iRFP670;D;
325,CycleArrest;iRFP670;A;mScarlet;D;
326,CycleArrest;mScarlet;A;iRFP670;D;
327,CycleArrest;E2;mScarlet;A;iRFP670;D;
328,CycleArrest;E2;iRFP670;A;mScarlet;D;
329,mScarlet;A;iRFP670;D;
330,mScarlet;A;iRFP670;D;
331,mScarlet;A;
332,mScarlet;A;
333,C;eGFP;
334,C;eGFP;
335,C;eGFP;
336,C;eGFP;
337,
338,iRFP670;D;
339,E2;CycleArrest;D;iRFP670;
340,E2;CycleArrest;D;iRFP670;
341,D;iRFP670;CycleArrest;
342,CycleArrest;iRFP670;D;
343,E2;CycleArrest;D;iRFP670;
344,E2;CycleArrest;D;iRFP670;
345,iRFP670;D;
346,iRFP670;D;
347,iRFP670;D;
348,E2;CycleArrest;D;iRFP670;
349,E2;CycleArrest;D;iRFP670;
350,iRFP670;D;
351,E2;CycleArrest;D;iRFP670;
352,E2;CycleArrest;D;iRFP670;
353,D;iRFP670;CycleArrest;
354,CycleArrest;iRFP670;D;
355,E2;CycleArrest;D;iRFP670;
356,E2;CycleArrest;D;iRFP670;
357,iRFP670;D;
358,iRFP670;D;
359,D;iRFP670;CycleArrest;
360,CycleArrest;iRFP670;D;
361,E2;CycleArrest;D;iRFP670;
362,E2;CycleArrest;D;iRFP670;
363,iRFP670;D;
364,iRFP670;D;
365,CycleArrest;C;eGFP;E1;
366,CycleArrest;C;eGFP;E1;
367,CycleArrest;C;eGFP;B2;
368,CycleArrest;C;eGFP;B2;
369,eGFP;C;
370,eGFP;C;
371,CycleArrest;C;eGFP;B2;E1;
372,CycleArrest;C;eGFP;B2;E1;
373,CycleArrest;C;eGFP;B2;E1;
374,CycleArrest;C;eGFP;B2;E1;
375,eGFP;C;
376,eGFP;C;
377,CycleArrest;C;eGFP;E1;A;mScarlet;
378,CycleArrest;C;eGFP;E1;A;mScarlet;
379,CycleArrest;C;eGFP;B2;A;mScarlet;
380,CycleArrest;C;eGFP;B2;A;mScarlet;
381,C;eGFP;A;mScarlet;
382,C;eGFP;A;mScarlet;
383,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
384,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
385,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
386,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
387,C;eGFP;A;mScarlet;
388,C;eGFP;A;mScarlet;
389,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
390,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
391,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
392,CycleArrest;C;eGFP;B2;E1;A;mScarlet;
393,C;eGFP;A;mScarlet;
394,C;eGFP;A;mScarlet;
395,CycleArrest;C;eGFP;E1;A;mScarlet;
396,CycleArrest;C;eGFP;E1;A;mScarlet;
397,CycleArrest;C;eGFP;B2;A;mScarlet;
398,CycleArrest;C;eGFP;B2;A;mScarlet;
399,C;eGFP;A;mScarlet;
400,C;eGFP;A;mScarlet;
401,
402,
403,
404,
405,
406,
407,
408,
409,
410,iRFP670;A;mScarlet;D;
411,CycleArrest;C;eGFP;E1;
412,CycleArrest;C;eGFP;E1;
413,CycleArrest;C;eGFP;B2;
414,CycleArrest;C;eGFP;B2;
415,eGFP;C;
416,eGFP;C;
417,CycleArrest;C;eGFP;B2;E1;
418,CycleArrest;C;eGFP;B2;E1;
419,CycleArrest;C;eGFP;B2;E1;
420,CycleArrest;C;eGFP;B2;E1;
421,eGFP;C;
422,eGFP;C;
423,CycleArrest;C;eGFP;B2;E1;
424,CycleArrest;C;eGFP;B2;E1;
425,CycleArrest;C;eGFP;B2;E1;
426,CycleArrest;C;eGFP;B2;E1;
427,eGFP;C;
428,eGFP;C;
429,CycleArrest;C;eGFP;E1;
430,CycleArrest;C;eGFP;E1;
431,CycleArrest;C;eGFP;B2;
432,CycleArrest;C;eGFP;B2;
433,eGFP;C;
434,eGFP;C;
435,A;mScarlet;
436,iRFP670;A;mScarlet;D;
